This,this,24.55,24.720000000000002
is,is,24.72,24.869999999999997
the,the,24.9,25.0
story,story,25.0,25.32
of,of,25.32,25.44
my,my,25.44,25.59
first,first,25.59,25.84
landlord,landlord,25.87,26.52
and,,,
my,my,26.8,26.92
first,first,26.92,27.200000000000003
apartment,apartment,27.2,27.599999999999998
in,in,27.599999,27.689999
New,new,27.689999999999998,27.769999999999996
York,york,27.77,28.19
I,i,29.0,29.1
think,think,29.099999,29.309999
I'm,i'm,29.309998999999998,29.419998999999997
going,going,29.42,29.53
to,to,29.53,29.62
call,call,29.630000000000003,29.87
it,it,29.869999999999997,30.139999999999997
Rent,rent,30.32,30.86
I,i,34.379999,34.539998999999995
first,first,34.539999,34.829999
came,came,34.83,35.089999999999996
up,up,35.09,35.220000000000006
here,here,35.219999,35.419999000000004
from,from,35.42,35.71
South,south,35.879999,36.229999
Carolina,carolina,36.230000000000004,36.940000000000005
like,like,37.61,37.94
apparently,apparently,37.98,38.51
or,or,38.58,38.73
North,north,38.73,38.94
Carolina,carolina,38.94,39.33
like,like,39.33,39.48
everybody,everybody,39.48,39.82
on,on,40.57,40.69
this,this,40.69,40.75
stage,stage,40.76,41.08
tonight,tonight,41.08,41.43
back,back,42.12,42.349999999999994
in,in,42.35,42.43
the,the,42.43,42.51
early,early,42.51,42.78
80s,<unk>,42.79,43.21
and,and,43.62,43.83
I,i,43.83,43.89
was,was,43.89,44.05
living,living,44.05,44.269999999999996
on,on,44.269999999999996,44.38999999999999
people's,people's,44.389999,44.699999000000005
floors,floors,44.7,45.18
and,and,45.179999,45.229999
I,i,45.29,45.3
was,was,45.3,45.39
trying,trying,45.389999,45.589999000000006
to,to,45.59,45.650000000000006
find,find,45.65,45.879999999999995
an,an,45.88,45.99
apartment,apartment,45.99,46.54
And,and,47.38,47.580000000000005
I,i,47.58,47.62
don't,don't,47.62,47.76
know,know,47.759999,47.829999
if,if,47.83,47.92
y’all,y'all,47.92,48.050000000000004
remember,remember,48.05,48.449999999999996
what,what,48.45,48.6
it,it,48.599999,48.679998999999995
was,was,48.679999,48.809999000000005
like,like,48.82,49.01
to,to,49.009999,49.109999
get,get,49.11,49.22
an,an,49.219999,49.339999
apartment,apartment,49.34,49.82
in,in,50.7,50.87
1981,<unk>,51.4,51.74
Um,um,51.74,51.95
some,some,51.99,52.21
of,of,52.209998999999996,52.319998999999996
you,you,52.32,52.410000000000004
may,may,52.41,52.54
not,not,52.539999,52.799999
but,but,52.799999,53.099999
it,it,53.459998999999996,53.669999
required,required,54.39,54.84
that,that,54.84,54.93000000000001
you,you,54.93,55.03
sort,sort,55.03,55.17
of,of,55.17,55.29
commit,commit,55.29,55.55
a,a,55.55,55.599999999999994
crime,crime,55.6,56.24
It,it,56.69,56.78
was,was,56.78,56.89
all,all,56.89,57.01
sorts,sorts,57.01,57.28
of,of,57.59,57.790000000000006
subleases,<unk>,57.86,58.83
and,and,58.83,58.96
various,various,58.96,59.410000000000004
shady,shady,59.44,59.879999999999995
documents,documents,59.88,60.53
that,that,60.53,60.63
had,had,60.64,60.75
to,to,60.76,60.85
be,be,60.85,61.14
mimeographed,<unk>,61.18,61.92
in,in,61.93,62.07
like,like,62.07,62.29
Cuba,cuba,62.49,63.02
and,and,63.019999999999996,63.209999999999994
then,then,63.21,63.34
sent,sent,63.34,63.580000000000005
back,back,63.59,64.01
And,and,64.01,64.12
there,there,65.17,65.2
was,was,65.37,65.41000000000001
this,this,65.41,65.50999999999999
thing,thing,65.509999,65.69999899999999
called,called,65.7,65.91
key,key,65.95,66.26
money,money,66.259999,66.679999
Does,does,66.719999,67.00999900000001
anybody,anybody,67.009999,67.379999
remember,remember,67.38,67.75
that,that,67.75,67.99
Key,key,68.02,68.22999999999999
money,money,68.23,68.54
